,Boiler 1 MBtu,Boiler 2 MBtu,Total Boiler NG Consumption (MBtu),Pump 4a kW (Correlated),Pump 4b kW (Correlated),Heating System kW,AHU 19 Total kW (Correlated),HRU Total kW (Correlated),Pump 1a kW (Formula Based),Pump 1b kW (Formula Based),Pump 2a kW (Correlated),Pump 2b kW (Correlated),Pump 3a kW (Formula Based),Pump 3b kW (Formula Based),Tower Fan 1 kW (Correlated),Tower Fan 2 kW (Correlated),Chiller kW,Total CHW kW,temperature_2m,weather_code,HDD,CDD,Boiler NG Consumption (MBtu/hr)/HDD,Heating System kW/HDD,AHU 19 Total kW/DD,HRU Total kW/DD,Total CHW kW/CDD
2024-08-27 13:00:00+00:00,0.0,836.9154508043397,836.9154508043397,0.0114597982062746,1.4407357597182648,1.4521955579245394,1.3022931199914223,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.8820310726085436,0.0,5.59274904,,,149.05833435058594,167.75211893354563,69.6119,0.0,0.0,4.611900329589844,inf,inf,0.2823766835627258,0.8797530243621308,36.373752020886485
2024-08-27 14:00:00+00:00,0.0,1058.7953610175832,1058.7953610175832,0.0114597982062746,1.434866010482498,1.4463258086887725,1.3158777648866655,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.8280917461910091,0.0,5.59274904,,,179.16666793823242,197.8065131947746,72.4019,0.0,0.0,7.4019012451171875,inf,inf,0.17777564456898295,0.5481474459943483,26.72374389286288
2024-08-27 15:00:00+00:00,264.22930903568715,572.2166105499439,836.445919585631,0.0114597982062746,1.3110779505604877,1.3225377487667622,1.3231230181774998,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9066301679762843,0.0,5.59274904,,,183.33333333333334,202.0517170116608,76.1819,1.0,0.0,11.181900024414062,inf,inf,0.11832720872916516,0.3628482864410138,18.06953349345908
2024-08-27 16:00:00+00:00,0.0,984.8353909465021,984.8353909465021,0.0114597982062746,1.4305231674840817,1.441982965690356,1.3273991713411106,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9087315240394462,0.0,5.59274904,,,187.32500076293945,206.04548579733006,79.6019,0.0,0.0,14.601898193359375,inf,inf,0.09090593248655732,0.27786341263895126,14.110869906697134
2024-08-27 17:00:00+00:00,155.42900531511012,1051.0101010101012,1206.4391063252112,0.0114597982062746,1.4024784440128835,1.413938242219158,1.3273991713411106,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9113100357198076,0.0,5.59274904,,,191.76666641235352,210.4897299584245,81.5819,3.0,0.0,16.58190155029297,inf,inf,0.080051082640619,0.24468443807288723,12.693944016010972
2024-08-27 18:00:00+00:00,143.77182991647683,541.0755705200149,684.8474004364919,0.0114597982062746,1.3447492376580152,1.3562090358642898,1.3282564637001235,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9612487770417681,0.0,5.59274904,,,194.03333282470703,212.80633511209996,83.2019,2.0,0.0,18.20189666748047,inf,inf,0.07297351962629192,0.22290716935352178,11.691437381484537
2024-08-27 19:00:00+00:00,0.0,1019.869060980172,1019.869060980172,0.0114597982062746,1.4340861327883863,1.4455459309946606,1.3325429254951884,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9166626386047123,0.0,5.59274904,,,192.60000228881836,211.32841843777425,84.0119,3.0,0.0,19.01190185546875,inf,inf,0.0700899329075741,0.21341017294628448,11.115585386686913
2024-08-27 20:00:00+00:00,256.4578587699317,953.6943509165732,1210.1522096865049,0.0114597982062746,1.3859226559157796,1.397382454122054,1.341586932443831,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.9436869609626082,0.0,5.59274904,,,194.18333562215167,212.93877609346546,84.3719,0.0,0.0,19.371902465820312,inf,inf,0.06925426838230887,0.20944423348053248,10.992145787909761
2024-08-27 21:00:00+00:00,46.628701594533034,544.9682005237561,591.5969021182891,0.0114597982062746,1.420597095229038,1.4320568934353126,1.348046937407147,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.94557346430057,0.0,5.59274904,,,194.42499923706055,213.18232621171228,83.4719,0.0,0.0,18.471900939941406,inf,inf,0.07297824635321064,0.21964892926857818,11.540898086495938
2024-08-27 22:00:00+00:00,0.0,984.835390946502,984.835390946502,0.0114597982062746,1.4945169053361045,1.505976703542379,1.3799035593898286,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.8534961799757201,0.0,5.59274904,,,190.77499898274738,209.44024867307428,81.6719,0.0,0.0,16.671897888183594,inf,inf,0.0827682348251336,0.243363610443479,12.562471895987173
2024-08-27 23:00:00+00:00,248.68640850417617,930.3385708941264,1179.0249793983025,0.0114597982062746,1.4073662274921293,1.4188260256984038,1.4254730927479253,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.8292686645560368,0.0,5.59274904,,,186.30833435058594,204.94935652549313,78.8819,0.0,0.0,13.88189697265625,inf,inf,0.10268575653282394,0.29227513148997364,14.763786025007274
2024-08-28 00:00:00+00:00,42.74297646165528,560.5387205387206,603.2816970003759,0.0114597982062746,1.4256058642377232,1.4370656624439977,1.431253682389543,4.057333263013373,0.0,11.18549808,0.0335063903511633,1.8367431414113737,0.0,5.59274904,,,181.81666946411133,200.46516611587387,76.0019,0.0,0.0,11.001899719238281,inf,inf,0.13009150409604317,0.36878478867777603,18.220959219009597
2024-08-28 01:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.4616363365316263,1.4730961347379008,1.3707036414558589,0.9521562864289727,0.0,8.38912356,0.0335063903511633,1.2507418096741838,0.0,5.12668662,,,76.22500101725261,91.02505939727794,74.561905,0.0,0.0,9.561904907226562,inf,inf,0.14335047825250047,0.0995780961709173,9.519552879937585
2024-08-28 02:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.4712415064929953,1.4827013046992699,1.3636608629043558,0.6698674703758454,0.0,6.52487388,0.0335063903511633,1.040040395409318,0.0,3.26243694,,,55.99166742960612,66.8525250353666,73.4819,0.0,0.0,8.481903076171875,inf,inf,0.1607729834517061,0.07897608170714628,7.881783655742863
2024-08-28 03:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.461538279794461,1.4729980780007352,0.8030687758016901,0.6698674703758454,0.0,4.6606242,0.0335063903511633,0.7677617035943116,0.0,2.79637452,,,58.025000254313156,66.28326706825862,73.1219,0.0,0.0,8.121902465820312,inf,inf,0.09887692928858388,0.08247667011452947,8.161051840649506
2024-08-28 04:00:00+00:00,182.62908124525438,883.6270108492331,1066.2560920944875,0.0114597982062746,1.4281716839208034,1.439631482127078,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,73.6619,2.0,0.0,8.661903381347656,inf,inf,0.003067703274674185,0.07733490445279298,0.004857892032823914
2024-08-28 05:00:00+00:00,50.514426727410786,295.83988028432475,346.35430701173556,0.0114597982062746,1.381156821626512,1.3926166198327865,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,72.6719,3.0,0.0,7.671897888183594,inf,inf,0.003463569217833118,0.08731444033002424,0.005484769484503901
2024-08-28 06:00:00+00:00,0.0,626.7134306023195,626.7134306023195,0.0114597982062746,1.403665897467357,1.4151256956736316,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,73.301895,3.0,0.0,8.301895141601562,inf,inf,0.003200732954902804,0.08068850051105532,0.005068552506099432
2024-08-28 07:00:00+00:00,0.0,887.5196408529742,887.5196408529742,0.0114597982062746,1.410191432062041,1.4216512302683157,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,74.0219,3.0,0.0,9.021896362304688,inf,inf,0.0029452953459868404,0.07424907618920203,0.004664051739848418
2024-08-28 08:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.4231765527490192,1.4346363509552935,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,73.4819,0.0,0.0,8.481903076171875,inf,inf,0.003132805118054281,0.07897608170714628,0.004960984704429158
2024-08-28 09:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.4238882365880863,1.4353480347943608,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,73.2119,3.0,0.0,8.211898803710938,inf,inf,0.0032358106210300243,0.08157278680457361,0.005124100093187227
2024-08-28 10:00:00+00:00,0.0,934.2312008978676,934.2312008978676,0.0114597982062746,1.4091827067590115,1.420642504965286,0.0265721493678716,0.6698674703758454,0.0,2.1644432158453752,0.0335063903511633,0.8609439097737145,0.0,2.3303121,,,68.34166717529297,73.73087279126322,73.3919,3.0,0.0,8.391899108886719,inf,inf,0.0031664047700159614,0.07982310817660807,8.785957961909347
2024-08-28 11:00:00+00:00,330.28663629460897,618.9281705948373,949.2148068894463,0.0114597982062746,1.2880668316521269,1.2995266298584014,1.2534683442854897,3.7750444469602455,0.0,5.381209076360547,0.0335063903511633,2.0725378627325712,0.0,5.59274904,,,195.65833282470703,208.73833519415132,75.0119,3.0,0.0,10.01190185546875,inf,inf,0.12519782578579855,0.37705567847713395,20.849019317956383
2024-08-28 12:00:00+00:00,0.0,801.8817807706696,801.8817807706696,0.0114597982062746,1.3969381390921045,1.408397937298379,1.3890494092454995,4.057333263013373,0.0,5.517335498842236,0.0335063903511633,1.98440074159015,0.0,5.59274904,,,177.37500127156574,190.5029929423493,69.7019,3.0,0.0,4.701896667480469,inf,inf,0.2954232105636272,0.862914170588847,40.51620152776159
2024-08-28 13:00:00+00:00,0.0,1027.6543209876543,1027.6543209876543,1.343328619865043,0.1810935125460329,1.5244221324110758,1.3235717214930685,4.057333263013373,0.0,5.578485373916485,2.0460839444440104,0.1668284824399742,0.0,5.59274904,,,129.00000127156574,142.38414811236623,66.3719,3.0,0.0,1.3719024658203125,inf,inf,0.9647710055697398,2.957450229953001,103.78591165169264
2024-08-28 14:00:00+00:00,287.5436598329537,529.3976805087916,816.9413403417453,1.31266961829706,0.0710390915890756,1.3837087098861356,1.2866875846342776,4.057333263013373,13.671193142582359,0.4662803774369064,2.0029495654865297,0.008572201074176,0.0,5.59274904,,,170.1916669209798,191.93341124755977,64.6619,51.0,0.33809661865234375,0.0,2416.29550629072,4.092642852808204,3.8056801329839565,12.000514170138526,inf
2024-08-28 15:00:00+00:00,0.0,938.1238309016087,938.1238309016087,1.2423176028654306,0.0710390915890756,1.313356694454506,1.2820727747336456,4.057333263013373,14.913997439999997,0.0,1.9735594985945153,0.008572201074176,5.59274904,0.46606242000000003,,,154.51666768391928,177.47160828358795,65.1119,3.0,0.0,0.11190032958984375,inf,inf,11.457274338984686,36.25845677027946,1585.979316898237
2024-08-28 16:00:00+00:00,190.40053151100986,965.3722409277965,1155.7727724388064,1.3354290614654225,0.0710390915890756,1.406468153054498,1.2816532465608608,4.057333263013373,14.913997439999997,0.0,1.977058679491559,0.008572201074176,5.59274904,0.0,,,113.24166742960612,135.73404479017185,66.3719,3.0,0.0,1.3719024658203125,inf,inf,0.9342160091493907,2.957450229953001,98.93855297432629
2024-08-28 17:00:00+00:00,77.71450265755506,580.0018705574262,657.7163732149812,1.362919314593968,0.0710390915890756,1.4339584061830433,1.2587448689118539,4.057333263013373,14.913997439999997,0.0,1.998651714409299,0.008572201074176,5.59274904,0.0,,,158.59166844685873,181.1056388423422,66.2819,3.0,0.0,1.2818984985351562,inf,inf,0.9819380164266045,3.165097133392188,141.27923470484924
2024-08-28 18:00:00+00:00,0.0,1070.4732510288068,1070.4732510288068,1.4048664376513056,0.0710390915890756,1.475905529240381,1.2566622891255805,4.057333263013373,14.913997439999997,0.0,1.9313828533607955,0.008572201074176,5.59274904,0.0,,,173.22500101725262,195.6717025516876,67.3619,3.0,0.0,2.3619003295898438,inf,inf,0.5320555966660144,1.7178257745185843,82.84502952995777
2024-08-28 19:00:00+00:00,279.7722095671982,755.1702207257764,1034.9424302929747,1.3140769913816448,0.0710390915890756,1.3851160829707203,1.2566622891255805,4.057333263013373,14.913997439999997,0.0,1.9720027165783585,0.008572201074176,5.59274904,0.0,,,134.4416681925456,156.9289895901981,68.6219,3.0,0.0,3.6219024658203125,inf,inf,0.3469619353322269,1.1202215689964585,43.32777899767541
2024-08-28 20:00:00+00:00,0.0,801.8817807706697,801.8817807706697,1.2983923393587882,0.0710390915890756,1.3694314309478637,1.2566622891255805,4.057333263013373,14.913997439999997,0.0,2.0307714155480103,0.008572201074176,5.59274904,0.0,,,179.0083351135254,201.55442521014757,69.6119,0.0,0.0,4.611900329589844,inf,inf,0.272482534165551,0.8797530243621308,43.7031181955471
2024-08-28 21:00:00+00:00,0.0,1074.3658810325478,1074.3658810325478,1.2830059463763805,0.0710390915890756,1.354045037965456,1.2517042125415299,4.057333263013373,14.913997439999997,0.0,1.9704999799588423,0.008572201074176,5.59274904,0.0,,,176.39166895548504,198.87748761651804,69.4319,0.0,0.0,4.4319000244140625,inf,inf,0.2824306066576979,0.9154839325487242,44.87409159073065
2024-08-28 22:00:00+00:00,248.68640850417614,630.6060606060606,879.2924691102368,1.3401513057259693,0.0710390915890756,1.4111903973150448,1.2426351253096155,4.057333263013373,14.913997439999997,0.0,1.9552181319818929,0.008572201074176,5.59274904,0.0,,,143.22500153382617,165.69553834688224,68.9819,0.0,0.0,3.981903076171875,inf,inf,0.3120706610730116,1.0189432503500349,41.612147552867796
2024-08-28 23:00:00+00:00,0.0,914.768050879162,914.768050879162,1.3759151722541878,0.0710390915890756,1.4469542638432633,1.2484041293867687,4.057333263013373,14.913997439999997,0.0,1.9214757137976066,0.008572201074176,5.59274904,0.0,,,129.80833462874094,152.24512902361272,65.9219,0.0,0.0,0.9218978881835938,inf,inf,1.3541674684237395,4.40106579591748,165.14315845063902
2024-08-29 00:00:00+00:00,89.37167805618832,1043.2248410026189,1132.5965190588072,1.3244366169991202,0.0710390915890756,1.3954757085881955,1.2517001397675316,4.057333263013373,14.913997439999997,0.0,1.920308584776545,0.008572201074176,5.59274904,0.0,,,87.91666849454244,110.35229576039316,64.2119,0.0,0.7881011962890625,0.0,1437.1206697716893,1.7706808658064237,1.5882479885342398,5.148238934439087,inf
2024-08-29 01:00:00+00:00,159.31473044798784,330.8735503179948,490.18828076598265,1.324948300028452,0.0710390915890756,1.3959873916175276,1.2291226988994532,0.9480232769276588,3.7284993599999994,0.0,0.5144649412164473,0.008572201074176,1.8642496800000001,0.0,,,27.55833411216736,33.67412029445798,62.2319,0.0,2.7681007385253906,0.0,177.08469707902083,0.5043123511325643,0.4440310577548654,0.34248149416436524,inf
2024-08-29 02:00:00+00:00,0.0,611.1429105873551,611.1429105873551,1.1935578448124184,0.0710390915890756,1.264596936401494,1.2270702042750825,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,60.0719,0.0,4.9281005859375,0.0,124.01185810437228,0.2566094003864417,0.2489945533531861,0.13592812457751666,inf
2024-08-29 03:00:00+00:00,0.0,887.5196408529742,887.5196408529742,1.1953700978360795,0.0710390915890756,1.266409189425155,0.726862681397078,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,58.2719,0.0,6.728099822998047,0.0,131.91237707550758,0.1882268727785971,0.10803387293876199,0.09956265334918171,inf
2024-08-29 04:00:00+00:00,0.0,934.2312008978676,934.2312008978676,1.2296819263676482,0.0710390915890756,1.3007210179567237,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,57.1019,0.0,7.898101806640625,0.0,118.28553540704903,0.16468780091731583,0.0033643715943912082,0.08481372952329244,inf
2024-08-29 05:00:00+00:00,287.54365983295367,677.317620650954,964.8612804839076,1.2760944381504693,0.0710390915890756,1.347133529739545,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,56.2919,1.0,8.708099365234375,0.0,110.80044450755285,0.15469891571492048,0.0030514292790406647,0.07692464707628151,inf
2024-08-29 06:00:00+00:00,0.0,408.7261503928171,408.7261503928171,1.3122338923599142,0.0710390915890756,1.3832729839489897,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,55.3919,0.0,9.608100891113281,0.0,42.539743808358196,0.14396944824220212,0.0027655984953747414,0.06971902959464328,inf
2024-08-29 07:00:00+00:00,0.0,747.3849607182941,747.3849607182941,1.199737903814403,0.0710390915890756,1.2707769954034784,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,54.2219,0.0,10.778099060058594,0.0,69.34292926365357,0.11790362923205217,0.002465383665505775,0.06215079919410239,inf
2024-08-29 08:00:00+00:00,0.0,942.0164609053497,942.0164609053497,1.1994853625276432,0.0710390915890756,1.2705244541167187,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,53.1419,0.0,11.858100891113281,0.0,79.44075274408547,0.10714400777858767,0.0022408435897003833,0.05649028259473308,inf
2024-08-29 09:00:00+00:00,0.0,934.2312008978676,934.2312008978676,1.1955310186227635,0.0710390915890756,1.266570110211839,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,52.6019,0.0,12.398101806640625,0.0,75.35276088775768,0.10215838924095973,0.0021432433595309826,0.05402984108559695,inf
2024-08-29 10:00:00+00:00,0.0,934.2312008978676,934.2312008978676,1.1841673838957358,0.0710390915890756,1.2552064754848113,0.0265721493678716,0.6698674703758454,0.0,0.0,0.0335063903511633,0.008572201074176,0.0,0.0,,,0.0,0.0420785914253393,50.8019,0.0,14.198101043701172,0.0,65.79972899350007,0.08840664477744857,0.001871528402712702,0.04718007487860671,inf
2024-08-29 11:00:00+00:00,489.60136674259684,653.9618406285073,1143.5632073711042,1.373139289958015,0.0710390915890756,1.4441783815470906,1.0968983643648227,3.7750444469602455,13.671164319999999,0.0,1.9126457947670032,0.008572201074176,5.12668662,0.0,,,97.19166819254558,117.91073712838676,50.5319,0.0,14.468101501464844,0.0,79.04030858888586,0.09981809855293541,0.07581494809486689,0.260921894042424,inf
2024-08-29 12:00:00+00:00,19.428625664388765,696.7807706696595,716.2093963340484,1.3845040588201223,0.0710390915890756,1.4555431504091978,1.2112226104452861,4.057333263013373,14.913997439999997,0.0,1.905629069068965,0.008572201074176,5.59274904,0.0,,,86.46666721502939,108.88761496517253,54.8519,0.0,10.148101806640625,0.0,70.57570075473441,0.14343008950272182,0.11935459788673947,0.3998120377900004,inf
2024-08-29 13:00:00+00:00,272.00075930144266,957.5869809203142,1229.587740221757,1.3295657689387246,0.0710390915890756,1.4006048605278,1.2075820726616535,4.057333263013373,14.913997439999997,0.0,1.8885906602616926,0.008572201074176,5.59274904,0.0,,,59.25833435853322,81.66224369986908,59.8019,0.0,5.198101043701172,0.0,236.54556344411907,0.26944548571732574,0.23231215832653887,0.7805414379025719,inf
2024-08-29 14:00:00+00:00,93.25740318906605,447.6524504302282,540.9098536192944,1.3994531328243323,0.0710390915890756,1.4704922244134078,1.2075820726616535,4.057333263013373,14.913997439999997,0.0,1.904249264775359,0.008572201074176,5.59274904,0.0,,,125.5500005086263,147.96956845447585,65.3819,0.0,0.0,0.38189697265625,inf,inf,3.162062438626903,10.624156653541808,387.45939101136844
2024-08-29 15:00:00+00:00,0.0,965.3722409277965,965.3722409277965,1.3566246087758433,0.0710390915890756,1.4276637003649189,1.212031618841649,4.057333263013373,14.913997439999997,0.0,1.9020346438294844,0.008572201074176,5.59274904,0.0,,,85.65000025431316,108.06735357921681,67.6319,0.0,0.0,2.63189697265625,inf,inf,0.46051636193737566,1.5416003381464043,41.06063219874048
2024-08-29 16:00:00+00:00,353.6009870918755,762.9554807332585,1116.556467825134,1.362436329746213,0.0710390915890756,1.4334754213352885,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.920526878013377,0.008572201074176,5.59274904,0.0,,,140.66666666666666,163.1025122257542,68.9819,0.0,0.0,3.981903076171875,inf,inf,0.30448659845468745,1.0189432503500349,40.96094483107254
2024-08-29 17:00:00+00:00,0.0,653.9618406285073,653.9618406285073,1.2718870771356725,0.0710390915890756,1.342926168724748,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.9098744009968496,0.008572201074176,5.59274904,0.0,,,129.37500127156574,151.80019435363675,70.6919,0.0,0.0,5.691902160644531,inf,inf,0.21301071044807598,0.7128255455736672,26.669501700719223
2024-08-29 18:00:00+00:00,0.0,1027.6543209876543,1027.6543209876543,1.2463171202038927,0.0710390915890756,1.3173562117929682,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.9069226773287016,0.008572201074176,5.59274904,0.0,,,127.91666793823242,150.33890929663528,71.9519,0.0,0.0,6.951896667480469,inf,inf,0.17440364565707014,0.5836296851178379,21.625596076519596
2024-08-29 19:00:00+00:00,310.85801063022024,825.2375607931164,1136.0955714233367,1.2510142667073358,0.0710390915890756,1.3220533582964111,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.911020713176224,0.008572201074176,5.59274904,0.0,,,157.87500127156576,180.30134066581616,73.2119,0.0,0.0,8.211898803710938,inf,inf,0.14764382172999177,0.4940797932361117,21.956108444046876
2024-08-29 20:00:00+00:00,7.771450265755505,548.8608305274972,556.6322807932527,1.3819616306479483,0.0710390915890756,1.4530007222370238,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.9749922060151819,0.008572201074176,5.59274904,0.0,,,161.63333384195963,184.12364472904898,73.4819,0.0,0.0,8.481903076171875,inf,inf,0.14294387853191992,0.47835175980866823,21.707822298312472
2024-08-29 21:00:00+00:00,0.0,1000.4059109614665,1000.4059109614665,1.3334796046739577,0.0710390915890756,1.4045186962630332,1.2124361230398304,4.057333263013373,14.913997439999997,0.0,1.9711501733926873,0.008572201074176,5.59274904,0.0,,,179.58333587646484,202.0698047309317,73.301895,0.0,0.0,8.301895141601562,inf,inf,0.14604329521872675,0.48872374244787814,24.340202000184423
